Date,Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
1/18/2012,18:00,-12.0,-18.2,60,22,25.0,101.67,Clear
6/30/2012,20:00,22.9,16.2,66,6,25.0,99.92,Mostly Cloudy
1/23/2012,19:00,3.2,1.4,88,22,8.0,100.43,"Rain,Fog"
6/15/2012,1:00,17.1,6.1,48,6,25.0,102.17,Clear
2/10/2012,22:00,-0.7,-3.0,84,11,16.1,100.78,Snow
11/19/2012,20:00,-1.4,-3.6,85,6,25.0,102.29,Clear
5/9/2012,6:00,13.7,12.2,91,13,2.4,100.08,"Drizzle,Fog"
11/13/2012,18:00,2.5,-5.5,56,11,25.0,102.54,Clear
4/3/2012,1:00,-1.1,-11.4,45,9,25.0,100.86,Clear
9/8/2012,17:00,20.6,16.2,76,33,48.3,99.17,Cloudy
7/23/2012,21:00,18.1,17.7,98,11,6.4,100.27,"Thunderstorms,Rain Showers"
3/8/2012,19:00,6.1,3.2,82,30,16.1,99.78,Rain
5/10/2012,6:00,10.2,7.3,82,22,24.1,99.5,Cloudy
6/1/2012,15:00,19.8,4.9,38,17,48.3,101.16,Cloudy
9/18/2012,16:00,19.4,17.4,88,33,24.1,99.14,Rain
4/24/2012,5:00,7.1,3.1,76,19,24.1,98.47,Cloudy
5/31/2012,3:00,15.5,9.5,67,9,25.0,100.3,Mostly Cloudy
4/22/2012,16:00,6.4,0.0,64,22,48.3,101.2,Cloudy
8/29/2012,21:00,19.7,7.3,45,15,25.0,100.93,Clear
9/24/2012,11:00,14.2,5.5,56,28,48.3,101.44,Mainly Clear
3/11/2012,4:00,-1.7,-6.9,68,13,25.0,102.02,Cloudy
7/28/2012,14:00,26.4,11.1,38,13,48.3,101.13,Mostly Cloudy
1/25/2012,21:00,-5.4,-11.1,64,7,25.0,102.01,Mostly Cloudy
3/24/2012,15:00,5.8,-9.8,32,4,48.3,101.61,Cloudy
7/7/2012,14:00,28.8,16.5,47,17,48.3,100.32,Mainly Clear
4/27/2012,6:00,2.5,-1.7,74,28,24.1,100.16,Mostly Cloudy
11/14/2012,22:00,1.4,-5.7,59,13,25.0,103.15,Clear
9/24/2012,14:00,16.6,3.7,42,32,48.3,101.23,Mainly Clear
5/1/2012,5:00,7.8,5.1,83,24,11.3,101.13,Rain
3/7/2012,23:00,4.8,-1.7,63,15,25.0,101.05,Cloudy
2/1/2012,13:00,-5.0,-7.7,81,11,2.0,100.28,"Freezing Drizzle,Haze"
7/24/2012,12:00,23.5,16.9,66,22,24.1,99.98,Mostly Cloudy
4/3/2012,3:00,-3.0,-12.0,50,9,25.0,100.87,Clear
1/21/2012,19:00,-13.4,-19.9,58,4,25.0,102.27,Clear
6/2/2012,1:00,15.9,9.5,66,19,16.1,100.67,Rain
11/26/2012,10:00,-3.4,-11.3,54,19,48.3,101.25,Clear
12/22/2012,0:00,1.1,-0.1,92,32,9.7,97.81,"Drizzle,Snow,Fog"
9/10/2012,16:00,16.7,5.1,46,20,48.3,101.31,Mostly Cloudy
9/22/2012,2:00,15.9,14.7,93,11,19.3,100.76,Cloudy
6/19/2012,8:00,20.7,14.8,69,6,24.1,101.12,Cloudy
2/28/2012,22:00,-8.3,-14.0,63,0,25.0,102.52,Clear
12/12/2012,18:00,-3.6,-5.7,85,7,12.9,102.28,Snow Showers
6/18/2012,23:00,21.5,14.7,65,13,25.0,101.13,Mostly Cloudy
2/27/2012,16:00,-4.9,-7.9,79,19,19.3,101.13,Snow
3/25/2012,16:00,8.4,4.8,78,9,24.1,100.27,Cloudy
10/24/2012,23:00,9.6,-2.5,43,15,25.0,101.9,Mostly Cloudy
9/20/2012,22:00,13.4,8.5,72,15,25.0,101.25,Clear
6/27/2012,10:00,18.7,13.0,69,20,24.1,99.89,Rain
1/26/2012,13:00,-4.0,-12.0,54,15,24.1,101.71,Mostly Cloudy
8/23/2012,5:00,18.5,14.3,77,15,25.0,101.33,Mainly Clear
1/3/2012,22:00,-17.1,-24.6,52,20,25.0,101.86,Mostly Cloudy
10/3/2012,6:00,11.5,11.5,100,11,0.6,101.42,Fog
5/22/2012,1:00,19.2,16.0,82,15,12.9,101.02,Rain Showers
1/1/2012,14:00,0.8,-1.1,87,20,4.8,100.31,Fog
11/23/2012,16:00,9.2,6.4,83,30,12.9,99.83,Rain
5/24/2012,21:00,22.4,15.9,67,19,25.0,101.31,Clear
11/16/2012,7:00,-5.2,-6.5,91,4,16.1,102.49,Mostly Cloudy
7/7/2012,4:00,23.9,16.0,61,13,25.0,100.47,Cloudy
9/13/2012,14:00,27.9,13.7,42,24,48.3,101.82,Mainly Clear
9/28/2012,17:00,13.3,10.1,81,17,24.1,101.34,Mostly Cloudy
11/27/2012,16:00,-0.5,-6.9,62,7,24.1,102.08,Clear
1/13/2012,15:00,-4.3,-6.5,85,13,8.0,98.1,Snow
3/19/2012,2:00,10.6,8.6,87,4,25.0,101.42,Clear
3/7/2012,11:00,3.0,-4.7,57,6,24.1,101.67,Mainly Clear
1/3/2012,21:00,-17.0,-24.6,52,15,25.0,101.86,Mostly Cloudy
10/31/2012,23:00,8.1,6.4,89,4,25.0,99.38,Cloudy
6/6/2012,23:00,17.1,9.1,59,11,25.0,101.05,Rain Showers
5/21/2012,9:00,24.8,11.2,42,24,48.3,101.63,Mainly Clear
1/29/2012,16:00,0.7,-8.3,51,20,24.1,100.67,Mostly Cloudy
1/27/2012,11:00,0.7,-1.0,88,20,2.4,99.08,"Drizzle,Fog"
7/11/2012,6:00,15.4,9.9,70,6,48.3,101.71,Clear
2/20/2012,0:00,-6.7,-12.4,64,4,25.0,101.55,Clear
7/14/2012,14:00,32.7,15.3,35,28,48.3,101.35,Mainly Clear
2/14/2012,0:00,-11.8,-15.6,73,15,25.0,100.83,Mostly Cloudy
5/28/2012,1:00,17.4,8.8,57,13,25.0,101.23,Mostly Cloudy
1/21/2012,1:00,-16.1,-23.6,52,0,25.0,102.26,Cloudy
4/10/2012,19:00,5.8,2.3,78,19,25.0,100.01,Mostly Cloudy
7/29/2012,16:00,27.5,17.5,54,0,48.3,101.06,Mainly Clear
9/29/2012,7:00,9.8,8.6,92,17,25.0,101.29,Cloudy
11/5/2012,19:00,-0.6,-10.4,47,13,25.0,101.62,Mostly Cloudy
4/28/2012,20:00,4.1,-10.2,34,11,25.0,101.51,Mainly Clear
2/20/2012,13:00,-4.7,-11.7,58,20,48.3,102.08,Mostly Cloudy
3/26/2012,1:00,4.6,-1.9,63,33,25.0,100.29,Rain Showers
9/20/2012,7:00,9.6,6.9,83,9,48.3,101.95,Clear
10/6/2012,8:00,8.8,8.4,97,7,19.3,100.36,Rain
6/15/2012,6:00,15.6,8.5,63,17,48.3,102.32,Clear
9/17/2012,3:00,10.1,8.4,89,7,25.0,101.16,Mostly Cloudy
7/15/2012,9:00,26.5,18.8,63,13,24.1,101.21,Mostly Cloudy
7/26/2012,9:00,20.6,15.3,72,9,24.1,99.97,Cloudy
2/18/2012,5:00,-0.6,-5.1,72,19,25.0,100.79,Cloudy
11/3/2012,5:00,4.0,0.7,79,19,25.0,100.22,Cloudy
7/4/2012,8:00,22.3,18.1,77,17,16.1,100.23,Cloudy
11/20/2012,22:00,1.9,-2.3,74,7,25.0,101.81,Mostly Cloudy
8/4/2012,12:00,30.1,19.2,52,9,25.0,101.62,Clear
2/7/2012,17:00,-5.9,-17.6,39,19,48.3,101.94,Clear
7/5/2012,22:00,21.9,17.6,77,9,25.0,100.76,Clear
4/26/2012,22:00,7.6,5.8,88,6,9.7,99.61,"Drizzle,Fog"
9/30/2012,14:00,11.5,11.1,97,19,8.0,100.46,"Rain,Fog"
2/3/2012,9:00,-8.8,-11.9,78,6,24.1,102.62,Mostly Cloudy
6/22/2012,1:00,24.8,18.1,66,9,25.0,100.11,Mainly Clear
11/23/2012,21:00,9.3,4.1,70,39,25.0,99.72,Cloudy
8/16/2012,0:00,18.9,16.2,84,9,25.0,100.76,Clear
2/16/2012,16:00,3.7,-2.5,64,15,24.1,101.22,Cloudy
7/13/2012,5:00,20.7,14.7,68,15,24.1,101.56,Mainly Clear
8/16/2012,2:00,17.8,15.7,88,6,25.0,100.75,Mainly Clear
11/24/2012,3:00,4.6,-0.6,69,28,25.0,99.59,Cloudy
2/22/2012,17:00,2.6,0.1,84,19,24.1,99.29,Mostly Cloudy
1/19/2012,5:00,-16.6,-19.9,76,6,25.0,101.85,Clear
11/10/2012,14:00,5.6,-7.6,38,4,48.3,102.37,Mostly Cloudy
3/27/2012,17:00,2.7,-12.3,32,19,48.3,101.88,Mostly Cloudy
9/28/2012,19:00,13.0,10.0,82,15,25.0,101.35,Mostly Cloudy
3/31/2012,16:00,8.4,-7.7,31,4,48.3,100.89,Mainly Clear
8/25/2012,6:00,20.2,15.1,72,6,24.1,101.93,Mainly Clear
11/13/2012,11:00,4.8,-2.0,61,30,48.3,102.09,Mostly Cloudy
8/23/2012,10:00,23.9,15.1,58,22,48.3,101.39,Mainly Clear
2/2/2012,3:00,-5.6,-9.1,76,6,25.0,101.52,Snow Showers
11/13/2012,1:00,9.1,7.4,89,37,12.9,101.25,Rain
1/23/2012,16:00,3.1,-0.3,78,28,24.1,100.71,Cloudy
2/23/2012,1:00,1.7,-1.1,82,11,25.0,99.18,Cloudy
6/8/2012,13:00,20.5,14.4,68,20,24.1,100.33,Mostly Cloudy
5/7/2012,11:00,17.8,-3.1,24,7,48.3,101.59,Mainly Clear
12/7/2012,9:00,-2.1,-4.7,82,7,24.1,101.32,Mostly Cloudy
7/23/2012,10:00,27.6,20.9,67,20,48.3,100.7,Mainly Clear
1/15/2012,23:00,-16.9,-21.4,68,15,25.0,103.09,Clear
10/25/2012,15:00,13.5,3.5,51,19,24.1,101.59,Mainly Clear
8/17/2012,20:00,22.4,15.8,66,13,25.0,100.34,Mainly Clear
7/2/2012,3:00,16.6,12.5,77,6,25.0,100.72,Mainly Clear
9/1/2012,8:00,18.6,9.5,55,20,48.3,101.54,Mainly Clear
1/4/2012,1:00,-17.9,-24.1,58,11,25.0,101.86,Mainly Clear
10/22/2012,16:00,14.3,4.9,53,15,48.3,101.06,Mainly Clear
8/1/2012,12:00,25.2,18.6,67,13,24.1,100.56,Mainly Clear
6/14/2012,2:00,13.0,5.4,60,9,25.0,101.93,Clear
3/2/2012,20:00,-2.3,-4.7,84,15,16.1,100.74,Cloudy
5/20/2012,17:00,30.8,10.6,29,13,48.3,101.58,Mostly Cloudy
8/31/2012,14:00,24.1,18.2,70,22,24.1,100.38,Cloudy
7/3/2012,5:00,17.6,10.8,64,6,48.3,100.84,Clear
10/25/2012,4:00,6.9,-0.5,59,15,25.0,101.85,Mainly Clear
2/14/2012,12:00,-3.2,-8.3,68,4,24.1,101.09,Cloudy
7/20/2012,1:00,16.0,9.5,65,15,25.0,101.48,Clear
4/13/2012,18:00,14.3,-5.1,26,22,48.3,101.24,Cloudy
4/9/2012,9:00,7.4,1.6,67,19,24.1,99.05,Rain
5/17/2012,8:00,10.7,2.2,56,15,48.3,101.5,Mostly Cloudy
2/19/2012,11:00,-4.0,-9.1,68,17,48.3,101.59,Mostly Cloudy
6/1/2012,11:00,18.4,1.0,31,17,48.3,101.4,Cloudy
11/17/2012,17:00,0.9,-7.7,53,4,25.0,103.46,Clear
8/27/2012,23:00,22.5,19.1,81,22,25.0,100.59,Mostly Cloudy
8/28/2012,7:00,21.4,19.5,89,15,19.3,100.53,Mostly Cloudy
3/4/2012,15:00,-5.6,-13.5,54,22,48.3,99.9,Mostly Cloudy
2/20/2012,1:00,-7.6,-12.6,67,0,25.0,101.63,Clear
11/15/2012,11:00,1.3,-4.8,64,11,24.1,102.79,Cloudy
4/3/2012,13:00,8.7,-9.1,27,11,48.3,100.76,Mostly Cloudy
10/10/2012,13:00,12.5,10.8,89,19,4.0,100.24,Rain
6/18/2012,9:00,22.0,14.4,62,17,48.3,101.15,Mostly Cloudy
1/13/2012,5:00,-5.1,-7.7,82,20,12.9,99.06,Cloudy
11/26/2012,12:00,-1.3,-10.6,49,24,48.3,101.33,Mainly Clear
12/23/2012,22:00,-9.0,-11.7,81,9,25.0,100.68,Mainly Clear
8/14/2012,16:00,24.5,17.2,64,7,24.1,100.69,Mostly Cloudy
4/25/2012,0:00,4.9,-0.6,68,19,25.0,99.67,Mostly Cloudy
1/19/2012,1:00,-15.2,-18.4,76,4,25.0,101.89,Clear
10/7/2012,15:00,10.5,0.3,49,11,48.3,101.24,Mainly Clear
3/29/2012,15:00,4.1,-3.5,58,19,24.1,100.81,Cloudy
7/27/2012,10:00,22.0,15.3,66,6,24.1,100.53,Mainly Clear
12/16/2012,20:00,-4.7,-6.0,91,28,12.9,101.18,Snow
12/18/2012,10:00,0.6,0.0,96,24,1.2,99.86,Snow
3/12/2012,9:00,6.5,-0.2,62,0,48.3,102.03,Mostly Cloudy
11/25/2012,18:00,-3.4,-11.5,53,20,25.0,100.35,Clear
1/6/2012,12:00,-11.7,-15.4,74,28,19.3,100.23,Snow
11/16/2012,18:00,4.2,-1.5,66,15,25.0,102.66,Cloudy
1/25/2012,12:00,-5.0,-11.8,59,20,24.1,102.06,Mostly Cloudy
9/9/2012,12:00,17.3,8.9,58,22,48.3,100.65,Mainly Clear
2/22/2012,6:00,1.5,-0.3,88,13,12.9,99.59,Rain
3/29/2012,14:00,4.0,-2.8,61,15,24.1,100.76,Cloudy
5/4/2012,6:00,13.3,11.3,88,11,3.6,100.69,"Drizzle,Fog"
5/9/2012,14:00,17.9,11.2,65,15,24.1,99.88,Mostly Cloudy
10/8/2012,12:00,10.7,-2.0,41,13,48.3,101.95,Mainly Clear
7/20/2012,22:00,18.1,12.3,69,0,25.0,101.37,Clear
5/6/2012,13:00,15.0,-1.2,33,7,48.3,101.66,Mainly Clear
11/10/2012,13:00,4.7,-8.0,39,6,48.3,102.39,Mostly Cloudy
3/19/2012,20:00,10.6,5.4,70,13,25.0,101.8,Mainly Clear
1/10/2012,1:00,2.3,-3.4,66,35,25.0,100.28,Snow
12/26/2012,22:00,-9.7,-12.8,78,37,25.0,101.7,Cloudy
11/3/2012,14:00,5.5,2.6,82,20,24.1,100.47,Drizzle
2/6/2012,4:00,0.8,-3.7,72,35,25.0,100.68,Snow
11/20/2012,4:00,-2.9,-4.5,89,6,6.4,102.02,Fog
4/8/2012,8:00,6.6,-3.9,47,13,48.3,100.81,Mostly Cloudy
9/14/2012,5:00,16.4,14.1,86,4,25.0,101.65,Mostly Cloudy
5/10/2012,23:00,9.0,3.1,66,17,25.0,100.0,Mostly Cloudy
11/29/2012,19:00,-4.9,-11.9,58,22,25.0,101.9,Cloudy
9/2/2012,11:00,21.8,10.3,48,4,48.3,101.52,Mostly Cloudy
11/20/2012,2:00,-1.8,-3.5,88,6,8.0,102.08,Fog
12/5/2012,8:00,4.2,-0.5,71,26,24.1,100.85,Cloudy
12/8/2012,0:00,1.8,-1.4,79,4,25.0,101.2,Snow
4/25/2012,6:00,5.2,0.1,70,20,24.1,99.93,Rain Showers
12/29/2012,4:00,-16.0,-17.2,90,6,9.7,101.25,Fog
1/10/2012,4:00,1.2,-1.7,81,26,25.0,100.07,Cloudy
7/25/2012,17:00,24.1,12.3,48,28,48.3,100.46,Cloudy
8/28/2012,14:00,24.2,10.0,41,30,48.3,100.61,Mainly Clear
7/14/2012,19:00,30.8,18.2,47,11,24.1,101.21,Mainly Clear
4/18/2012,2:00,0.9,-6.5,58,15,25.0,102.22,Clear
1/2/2012,13:00,1.1,-6.5,57,37,24.1,99.27,Mostly Cloudy
9/16/2012,2:00,6.5,5.6,94,6,25.0,101.46,Clear
8/15/2012,8:00,20.1,18.2,89,0,24.1,100.69,Mostly Cloudy
3/2/2012,12:00,-5.2,-7.1,86,13,2.4,101.18,"Freezing Drizzle,Snow"
9/7/2012,20:00,23.2,11.9,49,4,25.0,100.58,Mostly Cloudy
10/11/2012,7:00,4.9,2.3,83,26,24.1,101.05,Mainly Clear
8/12/2012,4:00,19.5,18.8,96,4,9.7,100.68,Fog
6/3/2012,2:00,13.1,11.0,87,6,19.3,100.26,Cloudy
10/19/2012,23:00,13.5,12.3,92,11,16.1,100.1,Cloudy
5/18/2012,1:00,9.9,2.4,60,7,25.0,101.73,Clear
6/6/2012,11:00,19.4,9.4,52,7,24.1,101.08,Mainly Clear
9/10/2012,9:00,13.3,7.3,67,15,24.1,101.33,Mainly Clear
12/27/2012,9:00,-5.7,-6.7,93,37,0.8,100.67,Moderate Snow
8/6/2012,6:00,18.0,13.8,76,13,48.3,101.01,Clear
8/27/2012,4:00,22.4,15.8,66,13,25.0,101.37,Mostly Cloudy
3/25/2012,4:00,5.3,-4.3,50,19,25.0,100.79,Cloudy
10/12/2012,1:00,8.1,5.4,83,24,25.0,100.75,Rain
1/11/2012,17:00,-11.9,-20.1,51,26,24.1,101.56,Mostly Cloudy
12/25/2012,14:00,-7.7,-14.1,60,6,48.3,101.95,Mainly Clear
7/22/2012,11:00,26.8,18.6,61,24,48.3,101.16,Mainly Clear
5/11/2012,7:00,9.5,2.3,61,19,48.3,100.54,Mostly Cloudy
2/14/2012,13:00,-2.1,-6.5,72,4,24.1,101.02,Cloudy
9/15/2012,0:00,16.3,14.8,91,20,19.3,101.17,Cloudy
2/15/2012,11:00,2.0,-0.2,85,0,8.0,101.65,Snow
8/29/2012,20:00,19.7,7.1,44,9,25.0,100.92,Clear
10/17/2012,5:00,2.6,0.2,84,0,25.0,100.95,Mostly Cloudy
8/25/2012,9:00,24.8,16.7,61,6,48.3,101.97,Mainly Clear
7/23/2012,12:00,28.8,20.3,60,13,48.3,100.57,Mainly Clear
5/12/2012,10:00,16.7,4.6,45,15,48.3,101.41,Clear
4/2/2012,19:00,4.9,-12.6,27,13,25.0,100.69,Clear
3/5/2012,19:00,-10.1,-19.1,48,20,25.0,102.01,Clear
5/24/2012,11:00,26.1,16.7,56,9,24.1,101.44,Clear
9/8/2012,22:00,14.2,10.8,80,30,25.0,99.87,Mostly Cloudy
10/4/2012,22:00,15.3,13.8,91,13,12.9,101.01,Mainly Clear
1/17/2012,1:00,-10.4,-14.6,71,9,25.0,100.88,Cloudy
11/23/2012,9:00,6.2,-1.2,59,20,48.3,100.34,Mostly Cloudy
6/7/2012,23:00,16.3,12.2,77,17,25.0,100.78,Rain
8/9/2012,4:00,21.4,17.4,78,11,25.0,100.9,Mostly Cloudy
2/24/2012,3:00,-3.8,-6.1,84,0,25.0,100.29,Mainly Clear
6/15/2012,19:00,23.2,8.8,40,15,48.3,102.07,Cloudy
12/2/2012,8:00,4.7,2.4,85,28,25.0,101.46,Cloudy
8/30/2012,2:00,15.4,12.1,81,11,25.0,100.97,Mostly Cloudy
3/18/2012,4:00,3.2,2.3,94,6,25.0,101.69,Clear
7/3/2012,23:00,20.8,14.8,69,0,25.0,100.32,Rain Showers
8/24/2012,18:00,25.8,14.2,49,6,24.1,101.71,Mainly Clear
2/4/2012,8:00,-11.6,-15.6,72,9,48.3,102.31,Clear
3/7/2012,14:00,9.3,-4.1,39,13,24.1,101.41,Mainly Clear
7/1/2012,18:00,24.5,13.9,52,17,48.3,100.52,Mainly Clear
11/22/2012,16:00,9.2,0.4,54,15,24.1,101.37,Mainly Clear
3/5/2012,11:00,-13.4,-20.7,54,26,48.3,101.31,Mostly Cloudy
9/18/2012,3:00,16.1,13.0,82,19,25.0,100.67,Mostly Cloudy
3/16/2012,15:00,3.7,3.2,97,7,6.4,101.48,Fog
11/28/2012,5:00,-3.2,-5.0,87,7,25.0,101.92,Cloudy
3/28/2012,18:00,1.3,-0.2,90,13,16.1,99.63,Drizzle
6/12/2012,5:00,19.3,13.1,67,17,24.1,101.01,Mostly Cloudy
11/3/2012,4:00,4.1,0.9,80,20,25.0,100.17,Mostly Cloudy
4/19/2012,1:00,5.5,-2.7,55,6,25.0,101.42,Clear
12/26/2012,17:00,-10.2,-13.9,74,22,25.0,102.16,Cloudy
11/3/2012,22:00,4.7,0.5,74,17,25.0,100.79,Cloudy
1/5/2012,15:00,-4.3,-12.0,55,26,48.3,100.52,Mainly Clear
4/23/2012,6:00,2.1,-0.3,84,52,16.1,99.66,Rain
7/25/2012,18:00,23.7,13.1,51,20,24.1,100.44,Cloudy
6/28/2012,22:00,22.5,15.0,63,11,25.0,99.88,Mostly Cloudy
11/12/2012,19:00,17.1,7.8,54,32,25.0,100.98,Mainly Clear
12/12/2012,22:00,-3.8,-5.6,87,4,11.3,102.4,Snow Showers
2/26/2012,14:00,-7.6,-17.2,46,28,48.3,102.42,Mainly Clear
12/12/2012,10:00,-4.7,-7.6,80,9,24.1,102.2,Snow Showers
7/19/2012,20:00,20.0,8.5,47,7,48.3,101.28,Mainly Clear
5/2/2012,23:00,11.9,8.7,81,19,25.0,101.18,Rain Showers
9/13/2012,13:00,27.3,14.2,45,19,48.3,101.89,Mainly Clear
1/4/2012,8:00,-17.8,-24.2,57,17,24.1,101.73,Mostly Cloudy
10/28/2012,0:00,11.0,8.4,84,15,25.0,101.18,Mostly Cloudy
9/3/2012,17:00,26.6,12.8,42,13,48.3,101.25,Mostly Cloudy
5/18/2012,7:00,11.2,2.9,57,20,48.3,101.9,Mainly Clear
12/31/2012,13:00,-4.6,-6.6,86,4,12.9,100.63,Snow
7/17/2012,15:00,25.8,22.0,80,4,24.1,99.69,Cloudy
9/30/2012,21:00,11.6,11.5,99,11,9.7,99.9,"Rain,Fog"
11/9/2012,17:00,4.6,-1.2,66,22,25.0,101.36,Cloudy
3/9/2012,14:00,-1.0,-7.6,61,19,48.3,101.43,Mainly Clear
3/14/2012,0:00,0.7,-1.0,88,7,3.2,101.02,Fog
9/23/2012,7:00,10.6,7.8,83,20,24.1,100.82,Mainly Clear
11/28/2012,9:00,-1.1,-3.4,84,6,24.1,101.79,Mostly Cloudy
4/23/2012,15:00,5.7,2.4,79,43,24.1,98.9,Cloudy
8/12/2012,21:00,22.3,17.8,76,11,25.0,100.71,Mainly Clear
5/18/2012,12:00,18.3,4.2,39,20,48.3,101.82,Mainly Clear
8/31/2012,9:00,21.8,17.1,75,35,24.1,100.5,Rain Showers
11/20/2012,7:00,-3.4,-5.2,87,7,4.8,102.02,Fog
11/2/2012,1:00,5.1,2.6,84,20,25.0,99.42,Cloudy
12/5/2012,17:00,-0.7,-8.3,56,30,25.0,101.66,Cloudy
3/2/2012,2:00,-5.2,-7.8,82,19,6.4,101.11,Snow
11/20/2012,9:00,-0.7,-3.6,81,6,9.7,102.01,Haze
5/29/2012,10:00,20.4,15.8,75,4,19.3,100.08,Mostly Cloudy
3/19/2012,9:00,13.9,10.5,80,6,12.9,101.71,Mainly Clear
3/15/2012,4:00,-0.2,-1.3,92,17,12.9,102.26,Cloudy
9/13/2012,19:00,24.2,15.8,59,11,25.0,101.72,Mainly Clear
4/15/2012,23:00,14.9,11.1,78,13,25.0,100.74,Cloudy
1/19/2012,9:00,-12.7,-17.2,69,17,48.3,101.73,Clear
3/30/2012,21:00,1.7,-9.0,45,4,25.0,101.32,Cloudy
3/1/2012,4:00,-5.4,-7.8,83,35,1.6,100.62,Snow
3/27/2012,15:00,2.1,-16.5,24,15,48.3,101.98,Mainly Clear
4/16/2012,22:00,19.4,14.7,74,24,25.0,100.25,Rain Showers
6/14/2012,0:00,14.5,5.4,54,11,25.0,101.85,Clear
5/25/2012,19:00,26.4,16.1,53,22,25.0,100.59,Cloudy
6/9/2012,5:00,11.1,8.0,81,6,48.3,100.68,Mainly Clear
9/26/2012,16:00,18.8,15.2,80,7,24.1,100.74,Rain Showers
1/20/2012,6:00,-7.6,-14.3,59,28,25.0,101.13,Cloudy
3/1/2012,22:00,-4.3,-6.9,82,22,2.4,101.0,Snow
6/12/2012,12:00,24.4,15.8,59,17,16.1,100.71,Rain Showers
2/18/2012,13:00,1.8,-6.1,56,20,48.3,100.7,Mostly Cloudy
11/24/2012,18:00,-0.4,-5.5,68,28,25.0,99.85,Snow Showers
12/24/2012,5:00,-10.4,-13.3,79,19,25.0,101.07,Mostly Cloudy
10/4/2012,15:00,15.9,14.7,93,4,9.7,101.24,Fog
1/8/2012,17:00,-7.2,-13.8,59,17,25.0,102.17,Mainly Clear
3/13/2012,14:00,6.5,4.5,87,7,6.4,100.61,Fog
11/26/2012,20:00,-4.6,-10.0,66,13,25.0,101.85,Clear
6/29/2012,15:00,30.7,14.6,38,32,48.3,99.42,Mainly Clear
1/4/2012,21:00,-7.6,-11.6,73,7,11.3,100.54,Snow
2/22/2012,8:00,2.6,0.9,89,17,19.3,99.57,Rain
3/12/2012,11:00,10.6,0.3,49,6,24.1,101.99,Cloudy
1/8/2012,20:00,-8.3,-13.7,65,15,25.0,102.28,Mostly Cloudy
1/14/2012,3:00,-12.0,-16.2,71,24,8.0,100.16,"Snow,Blowing Snow"
11/13/2012,10:00,4.7,-1.3,65,37,24.1,102.07,Mostly Cloudy
12/9/2012,18:00,-1.4,-5.9,71,19,25.0,102.25,Cloudy
4/8/2012,18:00,11.9,-4.7,31,19,25.0,99.69,Mostly Cloudy
7/11/2012,5:00,13.1,8.7,75,4,48.3,101.66,Clear
2/4/2012,11:00,-7.6,-13.6,62,0,48.3,102.29,Clear
1/11/2012,19:00,-11.8,-19.2,54,30,25.0,101.43,Mostly Cloudy
3/4/2012,2:00,-1.8,-7.8,64,26,25.0,99.56,Mostly Cloudy
7/26/2012,21:00,20.3,17.5,84,4,25.0,99.97,Mostly Cloudy
10/24/2012,4:00,2.0,-1.5,78,9,25.0,101.91,Clear
10/29/2012,12:00,15.4,9.8,69,26,24.1,100.35,Cloudy
5/10/2012,18:00,9.8,6.0,77,19,24.1,99.68,Rain Showers
2/19/2012,0:00,-3.9,-8.8,69,13,25.0,101.37,Clear
1/28/2012,1:00,-0.2,-2.9,82,22,25.0,100.34,Snow Showers
11/4/2012,17:00,3.2,-4.1,59,13,24.1,101.17,Cloudy
6/24/2012,16:00,26.4,8.7,33,19,24.1,100.61,Cloudy
2/15/2012,7:00,-0.3,-1.6,91,4,6.4,101.51,Snow
5/27/2012,4:00,14.4,3.5,48,13,25.0,101.84,Mostly Cloudy
1/15/2012,15:00,-15.4,-22.8,53,24,48.3,102.71,Clear
12/21/2012,6:00,1.0,0.0,93,22,4.0,99.76,"Rain,Snow"
7/18/2012,22:00,17.5,10.3,63,11,25.0,101.06,Clear
5/3/2012,12:00,15.7,10.3,70,15,24.1,101.4,Cloudy
5/4/2012,23:00,10.2,4.6,68,17,25.0,101.17,Mostly Cloudy
5/28/2012,4:00,16.6,8.3,58,17,25.0,101.21,Cloudy
1/2/2012,17:00,-2.1,-9.5,57,22,25.0,99.66,Snow Showers
4/26/2012,23:00,6.9,5.3,90,13,9.7,99.59,"Rain,Fog"
12/24/2012,4:00,-10.0,-12.7,81,24,25.0,101.02,Mostly Cloudy
6/23/2012,12:00,25.1,9.8,38,13,48.3,100.85,Mostly Cloudy
10/26/2012,4:00,7.2,5.2,87,7,25.0,101.48,Clear
11/30/2012,23:00,-10.8,-16.1,65,17,25.0,103.25,Mainly Clear
1/21/2012,10:00,-16.3,-21.4,65,17,24.1,102.12,Snow
10/19/2012,19:00,13.5,12.4,93,7,9.7,100.29,Rain
1/31/2012,3:00,-6.8,-12.4,64,15,19.3,101.76,Snow
9/25/2012,7:00,13.0,6.9,66,28,48.3,100.89,Mainly Clear
5/30/2012,2:00,18.6,10.5,59,22,25.0,99.88,Mainly Clear
6/27/2012,11:00,17.8,13.5,76,24,24.1,99.93,Rain
4/4/2012,7:00,4.8,-4.1,52,17,48.3,99.85,Mostly Cloudy
5/17/2012,3:00,7.3,1.6,67,15,25.0,101.16,Clear
9/2/2012,3:00,13.0,9.5,79,0,25.0,101.43,Mainly Clear
9/7/2012,10:00,22.2,15.8,67,19,48.3,100.82,Mostly Cloudy
